time,view_id,current_position_x,current_position_y,current_position_z,goal_position_x,goal_position_z,goal_position_z,positional_difference_square_magnitude
339180.527,SceneID: 39 Level Prefix: 0,1.9, 0.5, 11.8,1.9, 0.5, 11.8,9.742962E-08
339180.527,SceneID: 53 Level Prefix: 0,-2.5, 0.5, 15.8,-2.5, 0.5, 15.8,1.33864E-08
339180.561,SceneID: 45 Level Prefix: 0,5.4, 0.5, 8.0,5.4, 0.5, 8.0,5.503091E-10
339180.572,SceneID: 43 Level Prefix: 0,0.0, 0.5, 10.4,0.0, 0.5, 10.4,5.436118E-07
339180.596,SceneID: 44 Level Prefix: 0,2.4, 0.5, 9.4,2.4, 0.5, 9.4,1.123397E-06
339180.608,SceneID: 15 Level Prefix: 0,0.9, 0.5, 9.6,0.9, 0.5, 9.6,1.856956E-07
339180.641,SceneID: 52 Level Prefix: 0,4.2, 0.5, 10.8,4.2, 0.5, 10.8,7.874101E-10
339180.662,SceneID: 51 Level Prefix: 0,-1.7, 0.5, 9.2,-1.7, 0.5, 9.2,3.241496E-11
339180.695,SceneID: 49 Level Prefix: 0,9.6, 0.5, 13.9,9.6, 0.5, 14.0,0.0001003985
339180.696,SceneID: 41 Level Prefix: 0,8.5, 0.5, -6.5,8.5, 0.5, -6.5,1.548361E-11
339180.76,SceneID: 46 Level Prefix: 0,15.2, 0.5, -1.5,15.2, 0.5, -1.5,5.44631E-12
339180.761,SceneID: 47 Level Prefix: 0,14.9, 0.7, 12.2,14.9, 0.7, 12.2,3.050995E-05
339180.772,SceneID: 40 Level Prefix: 0,15.3, 0.5, -5.2,15.3, 0.5, -5.2,2.844391E-11
339180.797,SceneID: 54 Level Prefix: 0,10.8, 0.5, -0.3,10.8, 0.5, -0.3,9.676574E-06
339180.797,SceneID: 48 Level Prefix: 0,-0.4, 0.5, 0.3,-0.4, 0.5, 0.3,6.203525E-07
339180.808,SceneID: 26 Level Prefix: 0,10.0, 0.5, 7.6,10.0, 0.5, 7.6,9.10492E-06
339180.827,SceneID: 42 Level Prefix: 0,-0.1, 0.5, -5.8,-0.1, 0.5, -5.8,5.089045E-09
339180.862,SceneID: 50 Level Prefix: 0,9.4, 0.5, 8.4,9.4, 0.5, 8.4,2.649861E-05
339180.896,SceneID: 39 Level Prefix: 0,1.9, 0.5, 11.8,1.9, 0.5, 11.8,9.735528E-08
339180.896,SceneID: 53 Level Prefix: 0,-2.5, 0.5, 15.8,-2.5, 0.5, 15.8,1.368741E-08
339180.909,SceneID: 45 Level Prefix: 0,5.4, 0.5, 8.0,5.4, 0.5, 8.0,5.503615E-10
339180.93,SceneID: 43 Level Prefix: 0,0.0, 0.5, 10.4,0.0, 0.5, 10.4,5.31868E-07
339180.961,SceneID: 44 Level Prefix: 0,2.4, 0.5, 9.4,2.4, 0.5, 9.4,1.12477E-06
339180.973,SceneID: 15 Level Prefix: 0,0.9, 0.5, 9.6,0.9, 0.5, 9.6,1.874168E-07
339180.996,SceneID: 52 Level Prefix: 0,4.2, 0.5, 10.8,4.2, 0.5, 10.8,7.874954E-10
339181.028,SceneID: 51 Level Prefix: 0,-1.7, 0.5, 9.2,-1.7, 0.5, 9.2,3.241496E-11
339181.043,SceneID: 49 Level Prefix: 0,9.6, 0.5, 13.9,9.6, 0.5, 13.9,1.819078E-11
339181.063,SceneID: 41 Level Prefix: 0,8.5, 0.5, -6.5,8.5, 0.5, -6.5,1.54694E-11
339181.13,SceneID: 46 Level Prefix: 0,15.2, 0.5, -1.5,15.2, 0.5, -1.5,5.429435E-12
339181.131,SceneID: 47 Level Prefix: 0,15.0, 0.6, 12.0,15.0, 0.6, 12.0,1.582437E-06
339181.131,SceneID: 40 Level Prefix: 0,15.3, 0.5, -5.2,15.3, 0.5, -5.2,2.844391E-11
339181.162,SceneID: 54 Level Prefix: 0,10.8, 0.5, -0.3,10.8, 0.5, -0.3,9.682502E-06
339181.163,SceneID: 48 Level Prefix: 0,-0.4, 0.5, 0.3,-0.4, 0.5, 0.3,6.203525E-07
339181.197,SceneID: 26 Level Prefix: 0,10.0, 0.5, 7.6,10.0, 0.5, 7.6,9.093063E-06
339181.198,SceneID: 42 Level Prefix: 0,-0.1, 0.5, -5.8,-0.1, 0.5, -5.8,5.083711E-09
